customer_id,renta,condiciones_conduccion,vacaciones,sector,comunidad_autonoma,familia,tipo_combustible,uso_habitual,cambio,plaza_parking,frecuencia_uso,experiencia_conduccion,car_id,Maker,Version,Price,Year,Kms,Potencia,Caja_velocidades,presupuesto,tipo_combustible.1,Puertas,Plazas,Marca,target
453,35000-60000,off-road,ciudad,Servicios Financieros,Cantabria,"Si, pequeña",diesel,uso particular ocasional,Automatico,No,semanal,intermedio,2546,SEAT Ibiza,1.0 TSI S&S Style 95,11790,2020,83.231km,95CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
2358,60000 - 100000,nieve,playa,Salud,Castilla-La Mancha,"Si, grande",electrico,uso particular ocasional,Manual,Si,semanal,experto,2546,SEAT Ibiza,1.0 TSI S&S Style 95,11790,2020,83.231km,95CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
3149,20000 - 35000,off-road,montaña,Salud,País Vasco,"Si, grande",hibrido,uso particular habitual,Manual,Si,diario,novato,2546,SEAT Ibiza,1.0 TSI S&S Style 95,11790,2020,83.231km,95CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
4059,20000 - 35000,buen clima,ciudad,Tecnología,Andalucía,"Si, grande",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,2546,SEAT Ibiza,1.0 TSI S&S Style 95,11790,2020,83.231km,95CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
1771,20000 - 35000,buen clima,ciudad,Transporte y Logística,Aragón,"Si, grande",gasolina,uso particular ocasional,Automatico,No,semanal,intermedio,2547,SEAT Ibiza,1.0 TSI S&S Style 95,11990,2020,73.108km,95CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
4940,12000 - 20000,off-road,ciudad,Otros,Castilla y León,"Si, pequeña",gasolina,uso particular habitual,Manual,No,diario,intermedio,2547,SEAT Ibiza,1.0 TSI S&S Style 95,11990,2020,73.108km,95CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
4060,100000,buen clima,montaña,Tecnología,Murcia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,intermedio,2548,SEAT Ibiza,1.0 TSI S&S Style 95,12290,2020,72.747km,95CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
4335,20000 - 35000,buen clima,montaña,Tecnología,Asturias,"Si, grande",gasolina,uso particular habitual,Automatico,Si,diario,experto,2551,SEAT Ibiza,1.6TDI CR S&S Reference 95,10190,2020,114.243km,95CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
1480,12000 - 20000,buen clima,ciudad,Industria Construccion y Manufactura,Castilla y León,"Si, grande",electrico,viajes largos,Manual,No,diario,experto,2556,SEAT León,1.2 TSI S&S Reference 110,11690,2018,118.760km,110CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
1832,20000 - 35000,buen clima,ciudad,Comercio,Navarra,No,diesel,uso particular habitual,Automatico,No,diario,intermedio,2557,SEAT León,1.4 TSI ACT S&S FR 150,15690,2018,96.846km,150CV,Manual,"15,000-20,000",Gasolina,4,5,SEAT,1
3185,20000 - 35000,buen clima,montaña,Servicios Financieros,Andalucía,No,gasolina,uso particular habitual,Manual,No,diario,novato,2558,SEAT León,1.5 EcoTSI S&S FR Fast Edition 150,17290,2020,43.558km,150CV,Manual,"15,000-20,000",Gasolina,4,5,SEAT,1
734,-12000,buen clima,playa,Salud,Andalucía,"Si, grande",gasolina,uso particular ocasional,Manual,No,semanal,intermedio,2560,SEAT León,1.5 EcoTSI S&S Style 130,14990,2018,28.507km,130CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
4006,60000 - 100000,nieve,montaña,Tecnología,Asturias,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,experto,2564,SEAT León,1.5 TSI S&S Style 130,14190,2020,105.773km,130CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
252,12000 - 20000,buen clima,playa,Tecnología,Aragón,No,hibrido,uso particular ocasional,Manual,No,diario,intermedio,2565,SEAT León,1.5 TSI S&S Style 130,15590,2021,60.923km,130CV,Manual,"15,000-20,000",Gasolina,4,5,SEAT,1
2979,35000-60000,off-road,playa,Educación,Baleares,"Si, pequeña",electrico,uso particular habitual,Automatico,Si,diario,novato,2565,SEAT León,1.5 TSI S&S Style 130,15590,2021,60.923km,130CV,Manual,"15,000-20,000",Gasolina,4,5,SEAT,1
712,35000-60000,off-road,playa,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Automatico,No,diario,novato,2567,SEAT León,1.5 eTSI DSG-7 S&S Style Special Edition 150,21090,2024,618km,150CV,Automatico,"20,000-30,000",Hibrido,4,5,SEAT,1
3564,-12000,buen clima,montaña,Transporte y Logística,Madrid,"Si, pequeña",hibrido,uso particular ocasional,Manual,Si,ocasional,novato,2568,SEAT León,1.6TDI CR Reference 90,11890,2018,129.715km,90CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
4396,35000-60000,buen clima,ciudad,Comercio,Aragón,"Si, pequeña",diesel,uso particular habitual,Automatico,Si,diario,intermedio,2570,SEAT León,1.6TDI CR S&S Reference 115,13190,2019,97.046km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
241,35000-60000,buen clima,ciudad,Educación,Aragón,"Si, pequeña",gasolina,uso particular habitual,Automatico,Si,diario,intermedio,2571,SEAT León,1.6TDI CR S&S Reference 115,13190,2020,112.001km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
745,35000-60000,nieve,playa,Tecnología,Murcia,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,experto,2571,SEAT León,1.6TDI CR S&S Reference 115,13190,2020,112.001km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
1323,60000 - 100000,nieve,playa,Tecnología,Aragón,No,diesel,uso particular ocasional,Manual,Si,ocasional,intermedio,2571,SEAT León,1.6TDI CR S&S Reference 115,13190,2020,112.001km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
2122,35000-60000,buen clima,montaña,Otros,Andalucía,"Si, grande",gasolina,uso particular habitual,Manual,No,diario,intermedio,2573,SEAT León,1.6TDI CR S&S Style 115,12290,2020,117.609km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
4535,12000 - 20000,nieve,ciudad,Turismo y Ocio,Andalucía,No,gasolina,uso particular ocasional,Automatico,Si,diario,novato,2573,SEAT León,1.6TDI CR S&S Style 115,12290,2020,117.609km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
3586,20000 - 35000,buen clima,montaña,Salud,Castilla y León,"Si, grande",gasolina,viajes largos,Automatico,No,ocasional,intermedio,2574,SEAT León,1.6TDI CR S&S Style 115,13190,2020,93.870km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
292,12000 - 20000,nieve,montaña,Energía,Murcia,No,diesel,uso particular habitual,Automatico,No,semanal,intermedio,2575,SEAT León,1.6TDI CR S&S Style 115,13290,2017,74.348km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
2171,60000 - 100000,off-road,montaña,Energía,Andalucía,"Si, grande",diesel,uso particular ocasional,Manual,Si,semanal,experto,2577,SEAT León,2.0 EcoTSI S&S DSG7 FR 190,19390,2019,27.691km,190CV,Automatico,"15,000-20,000",Gasolina,4,5,SEAT,1
4750,20000 - 35000,buen clima,playa,Energía,Madrid,"Si, grande",gasolina,uso particular ocasional,Manual,No,diario,intermedio,2579,SEAT León,2.0TDI S&S Reference 115,13590,2020,85.146km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,1
1243,20000 - 35000,buen clima,playa,Salud,Aragón,"Si, grande",electrico,uso particular habitual,Automatico,Si,ocasional,experto,2580,SEAT León,2.0TDI S&S Reference 115,17590,2022,81.497km,115CV,Manual,"15,000-20,000",Diesel,4,5,SEAT,1
89,12000 - 20000,off-road,ciudad,Salud,Aragón,"Si, grande",electrico,uso particular habitual,Automatico,No,diario,experto,2585,SEAT León,ST 1.5 TGI GNC S&S Style 130,12690,2020,113.528km,130CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,1
260,12000 - 20000,buen clima,ciudad,Salud,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,2586,SEAT León,ST 1.5 TSI S&S FR 150,19390,2021,39.630km,150CV,Manual,"15,000-20,000",Gasolina,4,5,SEAT,1
1756,60000 - 100000,buen clima,montaña,Educación,Aragón,"Si, grande",gasolina,uso particular ocasional,Manual,Si,ocasional,intermedio,2597,Skoda Fabia,1.0 MPI Active,12390,2022,20.932km,80CV,Manual,"10,000-15,000",Gasolina,4,5,Skoda,1
1962,-12000,buen clima,montaña,Comercio,Galicia,"Si, pequeña",gasolina,uso particular habitual,Manual,Si,semanal,novato,2597,Skoda Fabia,1.0 MPI Active,12390,2022,20.932km,80CV,Manual,"10,000-15,000",Gasolina,4,5,Skoda,1
2419,35000-60000,buen clima,montaña,Energía,Baleares,"Si, pequeña",hibrido,uso particular habitual,Manual,No,diario,intermedio,2597,Skoda Fabia,1.0 MPI Active,12390,2022,20.932km,80CV,Manual,"10,000-15,000",Gasolina,4,5,Skoda,1
1103,12000 - 20000,buen clima,montaña,Comercio,Castilla y León,"Si, pequeña",hibrido,uso particular ocasional,Manual,Si,semanal,intermedio,2599,Skoda Fabia,1.0 MPI Like,8490,2019,108.372km,75CV,Manual,"5,000-10,000",Gasolina,4,5,Skoda,1
1676,100000,buen clima,ciudad,Otros,Cantabria,No,diesel,uso particular ocasional,Manual,Si,diario,intermedio,2599,Skoda Fabia,1.0 MPI Like,8490,2019,108.372km,75CV,Manual,"5,000-10,000",Gasolina,4,5,Skoda,1
4347,12000 - 20000,buen clima,ciudad,Tecnología,Baleares,"Si, pequeña",gasolina,viajes largos,Manual,Si,diario,experto,2599,Skoda Fabia,1.0 MPI Like,8490,2019,108.372km,75CV,Manual,"5,000-10,000",Gasolina,4,5,Skoda,1
912,60000 - 100000,nieve,montaña,Entretenimiento y Medios,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Automatico,No,ocasional,intermedio,2603,Skoda Kamiq,1.0 TSI Ambition,18190,2023,15.493km,95CV,Manual,"15,000-20,000",Gasolina,4,5,Skoda,1
1117,12000 - 20000,buen clima,montaña,Tecnología,Asturias,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,novato,2605,Skoda Karoq,1.5 TSI Ambition ACT DSG,16790,2021,93.550km,150CV,Automatico,"15,000-20,000",Gasolina,4,5,Skoda,1
4560,60000 - 100000,buen clima,montaña,Turismo y Ocio,Extremadura,"Si, grande",gasolina,uso particular ocasional,Automatico,No,ocasional,novato,2609,Skoda Karoq,2.0TDI AdBlue Ambition 4x4 DSG,24990,2022,33.967km,150CV,Automatico,"20,000-30,000",Diesel,4,5,Skoda,1
2352,20000 - 35000,buen clima,ciudad,Tecnología,Asturias,"Si, pequeña",diesel,uso particular habitual,Automatico,Si,diario,intermedio,2611,Skoda Karoq,2.0TDI Adblue Active,15890,2022,73.616km,115CV,Manual,"15,000-20,000",Diesel,4,5,Skoda,1
4013,35000-60000,buen clima,ciudad,Tecnología,Canarias,"Si, grande",gasolina,viajes largos,Automatico,No,diario,intermedio,2618,Skoda Kodiaq,2.0TDI AB tech Ambition 4x2 DSG,20590,2020,81.770km,150CV,Automatico,"20,000-30,000",Diesel,4,5,Skoda,1
2474,60000 - 100000,buen clima,ciudad,Salud,Aragón,"Si, grande",diesel,uso particular ocasional,Manual,No,diario,experto,2623,Skoda Octavia,Combi 1.4TSI PHEV Style DSG,24590,2021,57.244km,204CV,Automatico,"20,000-30,000",Hibrido,4,5,Skoda,1
1559,20000 - 35000,off-road,ciudad,Servicios Financieros,Canarias,"Si, grande",gasolina,uso particular ocasional,Manual,Si,diario,experto,2624,Skoda Octavia,Combi 1.5 TSI Style,15190,2019,63.337km,150CV,Manual,"15,000-20,000",Gasolina,4,5,Skoda,1
1838,20000 - 35000,buen clima,playa,Servicios Financieros,Valencia,"Si, grande",gasolina,uso particular ocasional,Manual,No,diario,intermedio,2624,Skoda Octavia,Combi 1.5 TSI Style,15190,2019,63.337km,150CV,Manual,"15,000-20,000",Gasolina,4,5,Skoda,1
1058,60000 - 100000,buen clima,montaña,Salud,Baleares,No,gasolina,uso particular ocasional,Automatico,No,ocasional,intermedio,2625,Skoda Octavia,Combi 1.6TDI CR Ambition,11390,2020,132.867km,115CV,Manual,"10,000-15,000",Diesel,4,5,Skoda,1
4404,20000 - 35000,buen clima,playa,Salud,Andalucía,"Si, grande",diesel,uso particular ocasional,Automatico,Si,diario,intermedio,2625,Skoda Octavia,Combi 1.6TDI CR Ambition,11390,2020,132.867km,115CV,Manual,"10,000-15,000",Diesel,4,5,Skoda,1
3602,20000 - 35000,nieve,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,novato,2627,Skoda Octavia,Combi 1.6TDI CR Ambition,12690,2020,131.428km,115CV,Manual,"10,000-15,000",Diesel,4,5,Skoda,1
3320,20000 - 35000,buen clima,montaña,Tecnología,Castilla y León,"Si, grande",gasolina,uso particular ocasional,Automatico,Si,diario,novato,2628,Skoda Octavia,Combi 1.6TDI CR Ambition,14590,2019,87.359km,115CV,Manual,"10,000-15,000",Diesel,4,5,Skoda,1
2410,-12000,buen clima,playa,Tecnología,Castilla y León,"Si, pequeña",gasolina,viajes largos,Automatico,No,diario,novato,2630,Skoda Octavia,Combi 2.0TDI CR Ambition DSG,15490,2020,138.402km,150CV,Automatico,"15,000-20,000",Diesel,4,5,Skoda,1
2747,60000 - 100000,buen clima,ciudad,Tecnología,Aragón,"Si, pequeña",electrico,uso particular ocasional,Automatico,No,diario,experto,2634,Skoda Scala,1.0 TSI Style DSG,14590,2022,69.578km,110CV,Automatico,"10,000-15,000",Gasolina,4,5,Skoda,1
3919,20000 - 35000,buen clima,ciudad,Industria Construccion y Manufactura,Aragón,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,experto,2635,Skoda Scala,1.0 TSI Style DSG,14990,2022,65.169km,110CV,Automatico,"10,000-15,000",Gasolina,4,5,Skoda,1
3277,20000 - 35000,buen clima,montaña,Servicios Financieros,Aragón,"Si, pequeña",hibrido,uso particular ocasional,Manual,Si,semanal,novato,2636,Skoda Scala,1.0 TSI Style DSG,15290,2022,65.419km,110CV,Automatico,"15,000-20,000",Gasolina,4,5,Skoda,1
508,12000 - 20000,off-road,ciudad,Salud,Murcia,"Si, pequeña",hibrido,uso particular habitual,Manual,Si,diario,novato,2637,Skoda Scala,1.0 TSI Style DSG,15490,2022,61.931km,110CV,Automatico,"15,000-20,000",Gasolina,4,5,Skoda,1
566,35000-60000,buen clima,montaña,Otros,Galicia,"Si, grande",diesel,uso particular habitual,Manual,No,diario,experto,2651,Subaru Outback,2.5i Executive Plus S CVT,21990,2020,84.245km,175CV,Automatico,"20,000-30,000",Gasolina,4,5,Subaru,1
4653,12000 - 20000,buen clima,montaña,Industria Construccion y Manufactura,Aragón,No,diesel,uso particular habitual,Automatico,No,diario,intermedio,2651,Subaru Outback,2.5i Executive Plus S CVT,21990,2020,84.245km,175CV,Automatico,"20,000-30,000",Gasolina,4,5,Subaru,1
4689,100000,buen clima,ciudad,Educación,Murcia,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,semanal,experto,2651,Subaru Outback,2.5i Executive Plus S CVT,21990,2020,84.245km,175CV,Automatico,"20,000-30,000",Gasolina,4,5,Subaru,1
2348,35000-60000,nieve,montaña,Tecnología,Aragón,No,diesel,uso particular ocasional,Automatico,No,diario,intermedio,2653,Subaru XV,2.0i Hybrid Executive Plus CVT,20590,2021,65.764km,150CV,Automatico,"20,000-30,000",Hibrido,4,5,Subaru,1
3401,20000 - 35000,nieve,ciudad,Salud,Castilla y León,No,gasolina,uso particular habitual,Manual,No,diario,novato,2659,Suzuki SX4 S-Cross,S-Cross 1.4T GLX 2WD Aut. EVAP,14790,2019,101.557km,140CV,Automatico,"10,000-15,000",Gasolina,4,5,Suzuki,1
240,20000 - 35000,buen clima,playa,Servicios Financieros,Aragón,"Si, grande",gasolina,uso particular habitual,Manual,Si,semanal,novato,2665,Tesla Model 3,Long-Range Dual Motor AWD,25490,2019,31.898km,441CV,Automatico,"20,000-30,000",Electrico,4,5,Tesla,1
434,60000 - 100000,buen clima,ciudad,Industria Construccion y Manufactura,Asturias,"Si, grande",diesel,uso particular habitual,Automatico,Si,diario,intermedio,2665,Tesla Model 3,Long-Range Dual Motor AWD,25490,2019,31.898km,441CV,Automatico,"20,000-30,000",Electrico,4,5,Tesla,1
231,20000 - 35000,buen clima,montaña,Transporte y Logística,Andalucía,No,diesel,uso particular ocasional,Manual,Si,semanal,intermedio,2667,Tesla Model 3,Long-Range Dual Motor AWD,30890,2023,65.123km,441CV,Automatico,"30,000-40,000",Electrico,4,5,Tesla,1
4481,20000 - 35000,buen clima,ciudad,Industria Construccion y Manufactura,Aragón,"Si, pequeña",electrico,uso particular habitual,Automatico,Si,diario,experto,2669,Tesla Model X,Long Range AWD,55790,2020,34.162km,525CV,Automatico,"50,000+",Electrico,4,5,Tesla,1
3099,20000 - 35000,buen clima,montaña,Tecnología,Andalucía,No,diesel,uso particular habitual,Manual,Si,diario,novato,2670,Toyota Auris,Touring Sports hybrid 140H Active,13190,2016,122.345km,136CV,Automatico,"10,000-15,000",Hibrido,4,5,Toyota,1
1920,60000 - 100000,buen clima,ciudad,Otros,Asturias,"Si, pequeña",hibrido,uso particular habitual,Automatico,No,ocasional,intermedio,2676,Toyota C-HR,125H Active,18090,2018,93.376km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
91,12000 - 20000,buen clima,ciudad,Otros,Extremadura,No,diesel,uso particular ocasional,Automatico,Si,diario,intermedio,2677,Toyota C-HR,125H Active,18490,2021,108.653km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
3600,12000 - 20000,buen clima,montaña,Servicios Financieros,Baleares,"Si, pequeña",diesel,uso particular ocasional,Automatico,No,semanal,novato,2679,Toyota C-HR,125H Active,19590,2018,58.646km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
1035,35000-60000,buen clima,montaña,Servicios Financieros,Aragón,"Si, grande",hibrido,uso particular habitual,Automatico,Si,semanal,intermedio,2683,Toyota C-HR,125H Active,20890,2022,52.976km,122CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
1722,20000 - 35000,buen clima,playa,Energía,Asturias,"Si, grande",diesel,uso particular ocasional,Manual,Si,semanal,novato,2684,Toyota C-HR,125H Advance,16690,2019,113.268km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
4258,20000 - 35000,buen clima,playa,Turismo y Ocio,Baleares,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,2684,Toyota C-HR,125H Advance,16690,2019,113.268km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
4204,20000 - 35000,buen clima,montaña,Energía,Andalucía,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,2686,Toyota C-HR,125H Advance,18990,2018,92.290km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
4067,35000-60000,buen clima,montaña,Industria Construccion y Manufactura,Aragón,"Si, grande",diesel,uso particular habitual,Manual,Si,ocasional,intermedio,2692,Toyota C-HR,125H Advance,20590,2023,80.317km,122CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
1216,20000 - 35000,buen clima,playa,Energía,Aragón,"Si, pequeña",electrico,uso particular ocasional,Manual,Si,diario,intermedio,2693,Toyota C-HR,125H Advance,20890,2021,78.653km,122CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
3439,20000 - 35000,off-road,montaña,Energía,Andalucía,"Si, grande",gasolina,uso particular ocasional,Automatico,Si,ocasional,experto,2693,Toyota C-HR,125H Advance,20890,2021,78.653km,122CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
1205,20000 - 35000,buen clima,playa,Salud,Baleares,"Si, pequeña",diesel,uso particular ocasional,Manual,No,semanal,experto,2694,Toyota C-HR,125H Advance,20890,2023,77.578km,122CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
3775,20000 - 35000,off-road,montaña,Salud,Asturias,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,ocasional,intermedio,2695,Toyota C-HR,125H Advance,21590,2021,35.497km,122CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
2079,60000 - 100000,nieve,montaña,Salud,Aragón,No,gasolina,viajes largos,Automatico,No,ocasional,novato,2699,Toyota C-HR,180H Advance,19990,2020,121.711km,184CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
544,-12000,buen clima,ciudad,Industria Construccion y Manufactura,Aragón,"Si, pequeña",diesel,uso particular habitual,Manual,No,semanal,intermedio,2700,Toyota C-HR,180H Advance,20790,2021,98.791km,184CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
2226,20000 - 35000,buen clima,montaña,Tecnología,Andalucía,"Si, pequeña",gasolina,uso particular habitual,Manual,Si,semanal,experto,2700,Toyota C-HR,180H Advance,20790,2021,98.791km,184CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
4257,35000-60000,buen clima,ciudad,Energía,Andalucía,"Si, pequeña",electrico,uso particular habitual,Manual,Si,ocasional,intermedio,2701,Toyota C-HR,180H Advance,20890,2021,101.599km,184CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
2851,60000 - 100000,buen clima,ciudad,Salud,Aragón,"Si, pequeña",diesel,viajes largos,Manual,Si,diario,novato,2704,Toyota C-HR,200H Advance,24390,2023,26.143km,196CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
3946,12000 - 20000,buen clima,montaña,Transporte y Logística,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,semanal,intermedio,2705,Toyota C-HR,200H Advance,29890,2024,8.771km,196CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
927,20000 - 35000,buen clima,playa,Tecnología,Baleares,"Si, pequeña",electrico,uso particular habitual,Manual,No,semanal,experto,2706,Toyota C-HR,200H Advance,31690,2024,19km,196CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,1
3322,20000 - 35000,nieve,montaña,Comercio,Andalucía,"Si, grande",hibrido,uso particular habitual,Automatico,No,diario,intermedio,2709,Toyota C-HR,200H Advance,31690,2024,47km,196CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,1
3923,35000-60000,buen clima,montaña,Tecnología,Cantabria,"Si, grande",hibrido,uso particular ocasional,Automatico,No,semanal,intermedio,2710,Toyota C-HR,200H Advance,32390,2024,18km,196CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,1
691,12000 - 20000,nieve,ciudad,Salud,Murcia,"Si, grande",electrico,uso particular ocasional,Automatico,No,semanal,intermedio,2715,Toyota Camry,Híbrido Luxury Aut.,21790,2020,126.761km,218CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
4881,-12000,off-road,ciudad,Energía,Baleares,"Si, pequeña",electrico,uso particular habitual,Automatico,Si,diario,intermedio,2717,Toyota Corolla,125H Active Tech,15890,2020,120.768km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
4254,12000 - 20000,nieve,montaña,Comercio,Asturias,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,intermedio,2725,Toyota Corolla,125H Business Plus,14990,2020,100.479km,122CV,Automatico,"10,000-15,000",Hibrido,4,5,Toyota,1
3348,12000 - 20000,buen clima,ciudad,Salud,Baleares,No,diesel,uso particular ocasional,Automatico,Si,diario,novato,2728,Toyota Corolla,140H Active Plus,19590,2022,23.216km,140CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
4941,20000 - 35000,buen clima,playa,Educación,Castilla-La Mancha,"Si, grande",diesel,uso particular ocasional,Manual,Si,semanal,intermedio,2733,Toyota Corolla,180H Active Tech,16390,2019,68.972km,184CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
409,20000 - 35000,nieve,playa,Salud,Castilla-La Mancha,"Si, grande",diesel,uso particular ocasional,Manual,Si,diario,intermedio,2735,Toyota Corolla,200H GR Sport,27190,2024,8.450km,196CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
1804,-12000,off-road,montaña,Energía,Cantabria,"Si, pequeña",diesel,uso particular ocasional,Automatico,Si,diario,novato,2738,Toyota Corolla,Touring Sports 125H Business,15590,2019,105.244km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
1898,12000 - 20000,buen clima,montaña,Otros,Baleares,"Si, pequeña",diesel,uso particular ocasional,Manual,No,semanal,experto,2741,Toyota Corolla,Touring Sports 125H Style,15890,2020,99.237km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
916,12000 - 20000,nieve,montaña,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular habitual,Automatico,No,diario,novato,2745,Toyota Corolla,Touring Sports 180H Trek,18590,2021,129.453km,180CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
3049,-12000,buen clima,ciudad,Entretenimiento y Medios,Cantabria,"Si, pequeña",diesel,uso particular ocasional,Manual,No,semanal,intermedio,2750,Toyota Corolla Cross,Hybrid 1.8 Style,32390,2024,12.794km,140CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,1
1173,20000 - 35000,buen clima,ciudad,Salud,Baleares,"Si, grande",electrico,uso particular habitual,Manual,Si,ocasional,intermedio,2754,Toyota Prius,1.8,19590,2019,15.445km,122CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,1
1486,12000 - 20000,buen clima,playa,Tecnología,Asturias,"Si, grande",hibrido,uso particular ocasional,Manual,Si,semanal,experto,2755,Toyota Proace City,Combi L1 1.5D GX 100,16790,2022,119.733km,100CV,Manual,"15,000-20,000",Diesel,4,5,Toyota,1
2202,35000-60000,buen clima,ciudad,Educación,Asturias,"Si, grande",diesel,uso particular ocasional,Manual,No,diario,experto,2757,Toyota Proace City,Combi L2 1.5D VX 130,20890,2024,14.530km,130CV,Manual,"20,000-30,000",Diesel,4,5,Toyota,1
4786,20000 - 35000,nieve,montaña,Salud,Castilla-La Mancha,"Si, pequeña",diesel,viajes largos,Manual,No,diario,novato,2758,Toyota Proace City Verso,City Family L1 1.5D 5pl. Active,19090,2020,101.258km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Toyota,1
4210,20000 - 35000,nieve,ciudad,Educación,Aragón,No,gasolina,uso particular ocasional,Manual,No,diario,intermedio,2759,Toyota Proace City Verso,City Family L1 1.5D 5pl. Active,23890,2024,17.081km,130CV,Manual,"20,000-30,000",Diesel,4,5,Toyota,1
415,20000 - 35000,buen clima,playa,Tecnología,Aragón,"Si, grande",electrico,uso particular ocasional,Manual,Si,ocasional,intermedio,2760,Toyota Rav4,2.5 hybrid 2WD Advance,21890,2018,115.257km,218CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
3831,12000 - 20000,buen clima,montaña,Otros,Aragón,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,ocasional,intermedio,2762,Toyota Rav4,2.5 hybrid 2WD Advance,26690,2021,109.030km,218CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,1
2415,35000-60000,buen clima,montaña,Turismo y Ocio,Navarra,"Si, pequeña",gasolina,viajes largos,Manual,Si,ocasional,experto,2766,Toyota Rav4,2.5 hybrid 2WD Business,30490,2021,47.760km,218CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,1
